tweet_id	reply	retweet	like	quote
1443674829534765058	1329344377160916993,1139819630845931520,712993609,1139819630845931520,759714182224764928,1139819630845931520,1301918507270053889,1139819630845931520,1139819630845931520,1139819630845931520,1139819630845931520,1139819630845931520,881117389156429824,1139819630845931520,881117389156429824,881117389156429824,1139819630845931520,1139819630845931520,1139819630845931520,1139819630845931520,1311760788189777922,1139819630845931520,1139819630845931520,1241505837086060546,886501020305698816,881117389156429824,914414534479228928,1232526451498459136,1167780199771049987,1139819630845931520,1139819630845931520,1139819630845931520,1139819630845931520,1139819630845931520,2873641343,1150107081980153857,1245315517877047297,4189633281,1225495966414974977,1139819630845931520,1139819630845931520,1139819630845931520,1139819630845931520,1270596123238043648,1027540317027946496,1238777460,1139819630845931520,1027540317027946496,2873641343,1245841097873653763,1139819630845931520	872244961349074944,932891839312654336,1246098335817175040,1048184615331094529,859246009,1347611776293220353,1388908297990848512,881129184902471681,1252889293347004417,775814994151763968,525125544,1122507611209908224,1210255308720873472,758042087019479041,862252685042614272,951451357197807616,1083735146929508352	2620853895,222752001,941219276,197316899,1381907843352309761,1274272308870381569,1051891892407951360,1480338204,845130222483623936,1203015130461720577,448125342,1430586389205327882,2338071879,300241899,1037106429369507840,712993609,755816627426525184,932891839312654336,1366830962471030792,1363198964833652751,1304156173369856000,1272663770767245313,1118797640920178688,1239101138500292608,1246098335817175040,740270246381162496,1168071393784864768,4692061495,1311760788189777922,2207295062,1158101648650186752,1247236020321615873,775545140215709696,1306663849517551616,1118930189898190849,1048882928862867458,905569182078644224,1048184615331094529,989533365639491584,2484807173,1125212757501054976,1241505837086060546,1113086339191312384,859246009,1347611776293220353,2892956717,1176910391621955585,886501020305698816,1242477220087484418,881129184902471681,1252889293347004417,881117389156429824,1145083486493130752,1136021314416889856,1353004823583580162,1097209111324868609,3317491467,775814994151763968,914414534479228928,1392295237507338242,1233476310061797376,1232526451498459136,988479535,525125544,1196040425385136128,966351576,1245125524445368327,1333270143653310464,1001180837176635393,4824932242,1160934702116724738,4838832137,2780652850,941937253,1167780199771049987,4316915789,950489890352979968,1133368833966784512,889892888066367488,1323846325130153989,1122507611209908224,1370318992234123270,1407379729385144321,1192515222705233921,1273049604171464706,4835636241,2554581216,1143985140772888576,823983573862584320,1033241472588570624,1210255308720873472,1173042398,1250071514595995648,2412406455,2315796608,1257278233260810242,1429169506883096581,1150107081980153857,1218840894293585920,1245315517877047297,1202262685867483137,1088069096665681920,862252685042614272,951451357197807616,4189633281,1373534416404946951,1049364370449465345,1200043113831686144,1351318322781024257,1254378884147163136,370634072,1186917590926614528,3314791535,1285683488352501763,1023621558760349702,957553290555920384,1228796406166695937,1241201669330919424,1250529999532277760,1319024327191388162,1083735146929508352,826178956802007041,1201573570930978821,1099628195958177793,1242504501459910659,2357402770,1182371258668855296,903010808711581707,764854485009231872,1027540317027946496,1183345608557518848,169018727,1361977810512928773,1249398223841759232,1379009541258510336,1112033024928034824,2873641343,1245841097873653763,918875972484714496,1341870723539890177	
1442281830703587330	1089939026	1431558365700894720,72210532,1505611038,1383153077260328962	1391364442034774016,1364756630,1095919548,1218277988275490817,445726037,1505611038	
1442025981502386180			3191214309,1263945342405525504	
1451994921217495044	1335996051459878914,1335996051459878914,387856255,387856255,1335996051459878914,387856255,1335996051459878914,387856255,1335996051459878914,387856255,1335996051459878914,387856255,1335996051459878914,387856255,1335996051459878914,387856255,3314797060	1335996051459878914	293801480	
1428373744913948673				
1444197844567695361			2351410088,562226659	
1450540790393020429			876906614166614016,1235099685993484288,1307798655802408963,319758299	
1428589402767470592				
1442472084987420680	4708082019		1317484322950176771,1317532101915348994,1242427921047998469,1212777789583048706,890130538652151808	
1478064856754438146			2776245482,1220718471442567168	
1477618746357395457		1414416712792002565,1461921032877625353	1422772815401467909,1414416712792002565,164627643,1390738802386276357,705081151,1263067834210451457,1406621448853151754,778090335553585152,1461927696183828481,1461921032877625353,1002775565768822784,3863365875,1094974798848057344,968924117188710400,1198328593010614272,1056129792876122113,1479523128,912774363191103488,904975685063774208	
1477735620906782724				
1495525755954114560				
1499121411838853122	4870795689			
1494781074492301313				
1478269376818294786	1242083323050147840		1487647248,252605193,1329418199646040065,986337242892374016,1242909308716802050,2940732473,1239660701976866819,169774364	
1498182620064137218				
1497263896171880454				
1477715428990455810	399378985,1374656567031824384,34769098,2815359558,1357008370650251264,1442609076383281152,1243942241049206784,2869463051,4827225334,1427489644703322114,1313375265049976832,2902007037,817306853193482241,819414225495982080,1431544683713421312,994543193088778240,1341036728774254592,1341036728774254592,1292428572150431744,66767059,2609326342,1401186770880978944,1460696092027367426,1386667117773262849,1332280198008549377	978296052,285577776,865280221456584705,536252096,1103946012,1416466449087016962,1471927838,734432165040132096,2815359558,275042203,1254367132391018496,1204093668241620994,266867338,315319457,714185533736501248,1148858152840028166,57459000,819985103648620544,949949865894793216,1394012097332318209,1210362757,52013059,1429848400900546563,1377989694881939457,3108074962,2867845151,1161706001550270464,2902007037,2882399800,1208846454216970241,1370401092736069634,97682373,549292565,2306628617,1428370085408698389,2595275761,818854481572036608,2255103146,826055245893685249,340888928,331476064,1259499948330156036,223611250,1427930390577168387,1374701982,3236958075,582714013,406741461,750840403532840960,1567546405,732882626,2933487934,616510657,1401186770880978944,1323647212426039297,1715331331,2211123924,831596930752987136,915251656849285122,728306265873653763,1012734925601157127,888463112,544147781,141976583,574677908,1332280198008549377,870645750,1052942287951552513,180935597	1373027781118996488,1407069290281541637,1134179993322426368,1445133257775910914,214123136,978296052,1089940526856634368,1173120051328761857,2159057734,1065597998,1076887609132150784,285577776,1338920655581011970,987363363360591873,2541549701,1374656567031824384,912045029379764224,1089179038017568768,2847095123,4836514636,3890459776,798008012,1120024365981208576,255045179,1477725574449741827,469256719,1219901547120939008,1304468640478228481,1145279361463017473,1338626104064679943,905829174111334400,949756646275928065,933328029610373120,865280221456584705,831994307108302853,1132986497358028800,1582583102,1118882450451705856,856928327076073472,536252096,523163050,307262802,1011267780228853760,1103946012,1098910522320261120,808415988576387072,3233343149,737914453166051328,215580779,818008363,1393712845167149058,1416466449087016962,310840660,826438738309939200,3247524887,1038441979259047938,315997475,1015285859569033216,1397926352641085453,1249701937139920898,438087953,1468579119198011392,2495506701,2350565515,1229047805236436992,1013466589830803463,1132320671357460480,373321491,472979644,784442503990763520,2247871636,1471927838,3179928153,1166811666585137153,1063697588,1170408425488048128,1259491781592461318,1256272762903105539,1410022537883496450,351109998,1111417573,1000491595374956544,734432165040132096,1065887006,507132551,910506956,1142842187362787330,400598492,749329625671696385,893903934355623936,700405927246237696,717433504829718528,330479040,1333109153552805889,1210280506186702849,2346482389,1275498807103553537,1002933383566168064,1004119356,1350779057114382336,1356988218546262017,841055334902951936,3344288860,1307271369541943298,2815359558,1423356157549322242,1647547345,1120721116996227076,1460359097161822213,181778596,387599519,1457645734120075267,808303761252818944,1039226408365699073,1190921124093341696,1234775098307043329,1232842515260301313,891639410210607104,1446091568469917699,275042203,1254367132391018496,1126061844299431936,4698485317,1361394515102334978,1204093668241620994,732150169031053312,811268934754336768,1214814612199235584,1101172720715423744,137454151,3515884283,1875306229,1414661755800797185,1082258713241624576,985200246316822529,737003886372851712,943793917107032065,1257364204392189952,905362204538662912,1228635031549235200,1322232080986738688,845245978177421312,3653945596,315319457,207417766,2353107006,712221126089379840,1047592965672226822,555449742,842665888465764352,379207637,79478981,714185533736501248,1311244752713646080,807881461768536070,502987551,713291456,1194708574888505345,2765799005,2247602536,1286408624332517379,2766075801,1240705771589042187,1240652667225079809,1200257227,1201204270634295296,3408923171,1148858152840028166,1249322571176316928,1429834767843872773,1445140718037635080,1170076394774237184,703148428113489920,2205962398,1283788018961317891,425925727,1362754695824109572,377007538,2254850863,1257566063354667009,1427838970637930497,324607102,411708526,1319650794875006977,2425121409,1229386873879003136,1164095535441227777,1456685840814510086,2861904913,405771093,859455301,890485765767143424,1108638642396905473,4147489653,1360588041132404736,57459000,1452961113579081734,1242073463461904384,1091041926894272512,819985103648620544,827744329,1245761309670596609,1322568188761153536,896470652860997634,1294180297903427584,1380102536946978816,1125530834855976961,841002430544396288,1139433679254622209,1421076545981014026,970924986587406336,1451106614560370689,1448647747259621383,1224700149383016452,1126374452508463104,731857723139235840,2148791513,800280218556448768,1254387873584988160,756781353245503488,1329138666875269128,1110190229670060034,2666541306,949949865894793216,527989816,1383553950,742445753570844672,1283717487780155397,342362731,2158729649,948798674649407488,1210362757,232353858,1142411550,1252570219446513664,52013059,4882348768,2970191481,476201726,1109759119,817498701002313728,1126751206485839874,1307606743988555776,1122989515,268915453,489384161,1395348737304801280,2268795686,3361157151,1484549822,215582106,1159068953655857155,1449958786077188098,1124196239023718400,1349307933922832386,523593582,103345124,1334790848844849154,1377989694881939457,3108074962,1126819954064535552,141964076,798933615669284868,1134896866049630210,1114155885721468929,88634555,1474507262,1242415442209144833,200115514,2281112252,1367397288520388610,1087071235593375744,811151599494168576,269312446,4818815668,2867845151,1476293050448158720,2596150285,1010951909233045504,4861385488,899973936296984576,1469060191060647938,321967522,1463942309591060486,1265652905631199232,1305217231933050886,1114572690738876416,1618008169,358090980,817306853193482241,1161706001550270464,412964502,2902007037,1392247093021089798,258319803,1142824044338798595,1208846454216970241,323210303,981219018907451396,1115538996229300224,817781289357049856,1423396618443886594,2725183059,1169520685087109121,2385754106,766686694879928320,1479004724,1245720732291813377,1413519534867329036,1463879625268936705,338547836,1021283676271841280,2314067812,4227942346,1242432150911287298,1137991439676297219,1217423579500949504,1259252627004669955,1370401092736069634,1028698642578898944,994582666291884033,1364280266106294273,503657391,1408146476333686784,1125669545941749760,1460400480715223042,1247445132615565314,380775564,2703135395,1196864994568278019,1520387304,1046305314189070336,1112802118086414336,177147905,447026670,724656833605042176,1046833427264286720,1142108226193907712,805123037267894273,201071887,1302553428791562240,1405847310664359938,1073909255504359432,1478153683,1163146086934110208,1244744442139074560,1299846420565045248,1319966605,924298055922438144,77195585,147119396,970384620251426817,331226425,275143438,97682373,2372631578,1354426875582558209,3383310436,1639248283,775068877,1145080478136971267,1151163382881488898,966264247520055296,994543193088778240,923606416530780161,1369312065224126464,2497089890,408475248,1034509113445810176,2777543032,2357195644,737733005356195840,1421486596579282954,1260206973116653574,144470794,1404365318630395907,985210950860066817,726807104095399936,1236305111799996416,74314274,1406083564890951681,1101425699624226816,421936912,768842127262572544,1460954122811842567,2296786621,1493616384,793910096015360001,162483740,789860806921945088,484181917,1299796475376021505,1680008011,1312675215210688512,1118949011333971968,604010817,1370055899239350277,265983408,1248997468014088192,922550204443906049,1352726284909096963,2536728593,267267121,1546519730,3047957317,1327860387056857088,1126084434472652801,411436915,2992763475,202331777,2292812569,1382789536196001797,1171470962904035328,1308457927024553985,1360882064166445058,1309059431649497092,1111303130,2769460198,235986233,3846276315,1611337494,1380403711881674754,1125743102835208192,1231576052633341953,1403996694891671552,1262988105503604736,164618726,275952968,4510213763,1399799472662646786,2525020732,165863314,106707261,2775740860,549292565,981208499198791681,1254044296552026113,1032637315,2427412785,1404896091963858945,420931214,1041768785865261056,1268578747835449345,330257995,2306628617,1414620433706541059,1308076406686060545,3036450381,1129048086918160384,1090605359708946432,337307304,336167319,454955901,1096129349483409408,1051139212521693185,1412464364989394946,2948391635,937397571634548736,2806059220,1061239844549091328,1423968473282187267,4310067622,1428370085408698389,1466413808306597888,1397493015527165953,733348050920460292,1019313818835607552,2595275761,1354370596046581763,1531577978,119370508,1121033908731117568,3532586475,1426879231884136449,1093353195693375489,818854481572036608,2729360962,351092198,1404779198401613825,2255103146,1355498087494656000,956235704333369348,1152956822409682944,2960846944,1127536948699115525,3187908286,1456204535513366535,214184901,818503596719349760,332807403,1026681366547714048,1246766094,1257368165736161282,3137205610,826055245893685249,1337766174793338881,280088295,205336667,340888928,916972311214993410,3160612217,1463540319996182532,1261324626774327298,915155845389914112,1335367134441041924,814515948543676416,925825710459117569,1061931347923603456,3044787297,1278598331363741697,256448185,325392266,1150306462222172160,1531004298,1330577386895777793,1339199403643506688,4753420047,960067803012354048,1259499948330156036,3236224943,223611250,2687086516,3144489875,927176711615197184,838486097424433152,3730804823,1427930390577168387,1124634790039293952,1432808543896354816,1292428572150431744,1396911463269294089,1402662038804049927,1374701982,2746657945,3236958075,1081613449266892800,1029819333889941504,3222272877,1030381203566878720,1350811158769508352,173073424,457977164,1378927845087584257,712299558,1341424238645960704,1186051267,911460820646793216,4737292157,2309155213,2267188994,229217080,306906879,582714013,1453371118560100355,2702996981,769290337,867349237885009920,103240262,3090040402,891973274346901504,3105434937,1473082213,1322288177361670146,618431182,1474795016,92238323,406741461,1129467505716682753,815537684152258560,750840403532840960,2755704869,750651971137376256,875521596924059650,1472945491,2724019317,1421939591037300738,825805381,532964240,495395223,1249381249879347200,3089275677,258040569,1567546405,2360700377,75785243,230783269,732882626,2316711447,1414307417916067842,2933487934,730779140102721536,988884898600640512,1511667590,826123397667098628,1286743259964899328,2261786064,746118399013568517,1342751011459506178,3217854771,1434145930836647939,616510657,560646010,1172246741720211457,1303674830634528770,210942120,1735061022,1112804953075208198,497822420,2153625324,1034076181589618689,1233752114414915584,1294300992465440768,1401186770880978944,845916663463759872,1514398219,1321152777947631620,1323647212426039297,1387104484929777665,1341075227854446594,1251742774627622913,1324685144368812033,416629681,3601203207,1132933648880156673,1104127639588167680,1131696719778000897,1205537921979293697,4727780398,1460696092027367426,1121787886456623105,1113882072744112128,1477081940,188251262,1156955555132583936,1462036116987645952,379388646,275739487,1437427593888817158,1379733347388243969,1313161320724865024,2273679329,1397567113636745223,3438997288,1715331331,768876829759434753,1440005934005227527,1427238722618241032,1475512536032325636,848994700807860226,1238874844101566466,1053428367624691712,2228394714,3920796627,1427566355348398082,1006854923244490752,2211123924,344862630,187147010,1276842634670202881,2992805267,1438821535653969923,1118581395042050054,1413189662282223630,1462367175272976384,911839448354213888,831596930752987136,1137245599,179932238,2334102424,1213452673669664770,1100975383,1302347545386135553,980114094211653632,481418880,1182271008230772736,174985312,539999012,1446883860281765893,1197608404161900544,407240668,1332764110342254592,1404023613855051779,728306265873653763,1012734925601157127,1450026496974786561,3921449415,1405888099335426050,1336383644617875457,1169967209302700034,3257201465,1482312271,1256923727633186816,2162662736,816756817783099392,196695178,436127348,1112740666281476096,1137956170038222850,1396785467908149251,1145759991779004417,1163259198,1055115483341565953,382633922,1302623780909527050,141976583,505696124,1297605528831643649,244732957,944123528785420288,2927280052,1040964785863622656,807651748663828480,1079139019160780800,1496207197,187821798,574677908,2541108131,1451824717678235648,745366585104183296,97381095,1044298682177343489,391607172,1036917288388227072,1386667117773262849,472316433,1012771693587304449,1244153277043933185,1332280198008549377,870645750,1138159617693966336,1428521875,1125722342070673414,1359915280521125894,381046885,1061716397540151296,3548850615,2799675465,1290315046569086982,1249346005260292102,349527250,351240025,2585287179,632130666,347486135,3084319402,374490116,1447210650485280772,450068280,3331462420,1052942287951552513,247681792,754633127004430336,180935597,159496622,317893411,1274706927570882560,201482347,1109339010,1069484764586024960,1051798024509448192,830668275877027840,1028797513,217642550,1271156208280403970,1538818052,923224088205824000,1268443043549663232,1013469017313628161,2882399800,1334693435551473669	1111417573,1381620702424539143,1680520879,1137956170038222850
1478373282097336320		145162914	145162914	
1477564574597537793			1336344856004882438,1079024735940501504,3053431321	
1477684751141990401		768376507412672512,1023563458233753600,930545526797426690		
1495496993506054145				
1496969456551145474			1550778296	
1496880297282990080			1319236811634429952	
1477685714737377289		3337369767,739715999272964096,1337035311847759874	3337369767,739715999272964096,1039524135418953730,738086678531833856,1337035311847759874	
1477624727615250433	894073584,380945200,2239069710,50362707	246408267,398268731,340301502	397898237,1086533035,110489012,1221107634037719041,1401904290235654146,1475015248973373442,1384088863866384389,1452008475970707459,137028920,246408267,714420818692988928,1420149715,1021111127336505346,1320716612002029568,1296713438,893245218023247873,1353493478,2384327335,1039152218,1220406223339708416,1142077984767205376,1153018781322698752,275477527,929979628474765312,937322152117841920,528339484,117782385,1222142197513977856,398268731,426562773,147714782,2780174280,373962471,1384060078886580231,2198346177,292227292,1277602092304281601,330592495,1297252772744777728,1454491242545487875,1602710552,313243965,223606255,4855334044,14742615,789342731051143168,560093524,1162698414,161943207,75071231,1245331178871296003,825282571697287168,1220009781940932609,1207689383031328770,3088903252,1013150449879470081,1309102160420974596,1176794036482523136,1198312740475097090,48335517,2979670745,1589304302,488216967,451443727,1042077708107374593,230402651,936926760,124849335,180716189,1209917820177408000,413878032,1324744269920428032,106773262,1274874864,1166009929964183552,1265545423,1139336232,1085092288613830657,2968478219	
1496124322146045952			1437188982589296640,579073057	
1497323970625998854			238761685	
1478452961504378880			1119106386435002369	
1477588958334881793			502168738,1467861157318959109	1467861157318959109
1496090970374516737				
1496459232966848522		1478782789050843141,1171844436277571586,2617545901,1066934128828915712,1409285124722671619,1013512018052173824	2392763742,1478782789050843141,1437160767569207297,1322998168682975232,1163770332639125505,1493103364342788096,146779354,1171844436277571586,2663914260,1066934128828915712,1228726948509167621,705163462,1323574160019410945,1422109991822106624,1258854267856789504,1290776295425617921,1433224864140255236,1259566542305591297,4431843333,1287231533057794050,1479209590646611973,1260761387976056832,1434565527591129088,1322824229050585088,1436685417391210501,556645485,702235675786133506,1481605374306398210,1496159183187677186,1329499765852213257,3318696465,1106544913947217920,1439328396559978510	
1495281839065477122		1137721434023899136,914520146215149573,1395763737718673408,1184878757456351232,711512264868757504,269378032	1356911107257094146,1214519398775640066,1471968182,1458428262313611264,1002879625,1472528334504570885,1240020781796556801,3248805179,1137721434023899136,1234224852325871617,370850642,2860793441,2765581001,844836419793170433,1050008525781553154,914520146215149573,1395763737718673408,1056964034770202624,1256187406237208576,912060919429177345,711512264868757504,1926012758,701465013366738947,1232952541966671872,758623273848565760,1196691451,2800477078,2208763080,3040138724,904039007293726720,1483088538212184075,340146786,3496796186,1232774911464267780,1302311876978708483,2927812042,836643908683763713,204004278,1308747102,3026872115,1134732108,2510482479,817306853193482241,427604240,1853472139,96940017,3353387464,3699478937,420082896,1162799886674333698,2563274818,269378032,1321031705705304066,508760726,704381999847481344,463247446,1478340974,3101485473	2612239765
1497701813088399361			215951338	1315959470716002306
1477564019569569792			1336344856004882438	
1482402993702158339			1380904519681331210,1445129028600582155,3295868467,1081876525107105792,1330067074413174784	
1495754610757230593				
1497845276329000966		25157932,2207014892	1387912657764749312,1176205049128787969,795002833040973825,1487866033075634177,25157932,2207014892,3170350481,94854032,1008887526,774248138991407108,1262061132380098564,1141778590415106051,391947915,1026923716691865600,1459783482448691201,4923841035,1427227666596470785,1312089252742803456,755753883012591616,1439152217139843073,1063541330,1143215540854513664,1412431730217304066,1493103364342788096,1146022887066931202	
1499023160276320256				
1411010399126835200			964545206564589570,1344358936707796992	
1411079380164546564				
1432642982885343235				
1410952468926808071				
